date,store,units_sold,revenue,category,is_end_of_month
2025-11-07,Syracuse,28.0,432.32,toys,False
2025-04-13,Albany,36.0,2885.76,electronics,False
2025-01-25,Utica,51.0,1521.33,home goods,False
2025-07-15,Syracuse,77.0,532.84,groceries,False
2025-02-11,Syracuse,66.0,415.14,groceries,False
2025-03-14,Rome,18.0,270.9,toys,False
2025-10-11,Syracuse,92.0,2127.04,clothing,False
2025-08-15,Syracuse,46.0,2683.37,electronics,False
2025-05-04,Utica,75.0,1622.25,clothing,False
2025-07-29,Syracuse,30.0,999.6,home goods,True
2025-05-10,Syracuse,72.0,1638.72,clothing,False
2025-09-06,Rome,42.0,1328.04,home goods,False
2025-06-23,Rome,136.0,878.56,groceries,False
2025-07-08,Rome,91.0,2017.47,clothing,False
2025-01-03,Syracuse,168.0,1078.56,groceries,False
2025-11-28,Rome,146.0,1076.02,groceries,True
2025-11-05,Utica,72.0,1717.2,clothing,False
2025-11-07,Rome,77.0,520.52,groceries,False
2025-07-11,Rome,18.0,262.44,toys,False
2025-09-27,Syracuse,160.0,1025.6,groceries,False
2025-10-02,Albany,71.0,1553.48,clothing,False
2025-03-16,Albany,87.0,1963.59,clothing,False
2025-02-05,Albany,108.0,693.36,groceries,False
2025-07-19,Utica,40.0,3547.6,electronics,False
2025-01-02,Utica,30.0,455.1,toys,False
2025-07-03,Syracuse,31.0,1006.57,home goods,False
2025-09-24,Syracuse,31.0,2445.28,electronics,False
2025-04-24,Syracuse,77.0,1684.76,clothing,False
2025-02-12,Syracuse,153.0,989.91,groceries,False
2025-07-18,Albany,100.0,635.0,groceries,False
2025-02-18,Albany,41.0,1461.24,home goods,False
2025-09-02,Rome,59.0,1421.31,clothing,False
2025-02-01,Utica,50.0,4738.5,electronics,False
2025-04-26,Syracuse,134.0,860.28,groceries,False
2025-11-13,Syracuse,80.0,1880.8,clothing,False
2025-06-21,Rome,220.0,1368.4,groceries,False
2025-04-30,Syracuse,22.0,315.48,toys,True
2025-02-10,Rome,102.0,1128.13,groceries,False
2025-06-10,Syracuse,30.0,890.1,home goods,False
2025-12-21,Syracuse,30.0,396.9,toys,False
2025-10-31,Rome,161.0,940.24,groceries,True
2025-11-24,Utica,32.0,1030.72,home goods,False
2025-03-12,Syracuse,67.0,1521.57,clothing,False
2025-09-05,Albany,32.0,1012.48,home goods,False
2025-03-06,Albany,58.0,1334.0,clothing,False
2025-08-08,Rome,44.0,3709.64,electronics,False
2025-08-17,Utica,45.0,1511.55,home goods,False
2025-07-06,Rome,56.0,1895.6,home goods,False
2025-09-05,Syracuse,9.0,272.79,home goods,False
2025-07-29,Utica,46.0,1458.2,home goods,True
2025-10-25,Albany,59.0,4727.08,electronics,False
2025-11-30,Albany,45.0,1336.05,home goods,True
2025-03-25,Utica,88.0,528.88,groceries,False
2025-06-24,Syracuse,133.0,1128.13,groceries,False
2025-03-08,Albany,118.0,779.98,groceries,False
2025-03-18,Albany,56.0,1667.68,home goods,False
2025-04-11,Utica,58.0,1384.46,clothing,False
2025-03-31,Albany,24.0,357.84,toys,True
2025-08-06,Rome,20.0,648.4,home goods,False
2025-10-07,Syracuse,35.0,1165.15,home goods,False
2025-10-19,Rome,57.0,1734.51,home goods,False
2025-10-03,Rome,14.0,413.42,home goods,False
2025-04-09,Utica,64.0,1443.84,clothing,False
2025-01-14,Rome,50.0,1287.0,clothing,False
2025-05-10,Rome,92.0,2158.32,clothing,False
2025-02-25,Rome,18.0,556.38,home goods,False
2025-08-14,Rome,98.0,625.24,groceries,False
2025-09-19,Albany,176.0,1122.88,groceries,False
2025-04-29,Utica,49.0,1673.35,home goods,True
2025-02-21,Syracuse,61.0,1446.31,clothing,False
2025-04-23,Rome,29.0,454.43,toys,False
2025-03-20,Utica,40.0,3212.8,electronics,False
2025-04-24,Albany,41.0,3820.38,electronics,False
2025-09-23,Syracuse,45.0,1441.35,home goods,False
2025-09-27,Albany,129.0,829.47,groceries,False
2025-09-28,Albany,75.0,1883.25,clothing,True
2025-04-28,Utica,43.0,3471.39,electronics,True
2025-11-17,Rome,87.0,2131.5,clothing,False
2025-04-25,Albany,29.0,932.64,home goods,False
2025-06-03,Utica,46.0,1528.12,home goods,False
2025-05-08,Utica,80.0,536.0,groceries,False
2025-05-05,Utica,33.0,2984.85,electronics,False
2025-04-23,Albany,41.0,1211.96,home goods,False
2025-03-18,Utica,28.0,871.36,home goods,False
2025-02-24,Rome,32.0,785.92,clothing,False
2025-10-06,Utica,21.0,335.16,toys,False
2025-08-03,Utica,114.0,707.94,groceries,False
2025-08-16,Syracuse,29.0,408.61,toys,False
2025-05-17,Utica,68.0,1642.2,clothing,False
2025-09-23,Albany,25.0,2176.5,electronics,False
2025-11-22,Utica,52.0,4372.16,electronics,False
2025-02-08,Rome,78.0,1961.7,clothing,False
2025-12-09,Syracuse,168.0,1092.0,groceries,False
2025-11-30,Utica,106.0,2337.3,clothing,True
2025-01-15,Albany,46.0,1113.66,clothing,False
2025-09-30,Syracuse,29.0,902.48,home goods,True
2025-04-12,Albany,60.0,4986.0,electronics,False
2025-01-04,Rome,219.0,1364.37,groceries,False
2025-08-01,Syracuse,33.0,1077.12,home goods,False
2025-11-19,Utica,35.0,3234.0,electronics,False
2025-10-02,Albany,19.0,270.37,toys,False
2025-04-01,Syracuse,40.0,908.0,clothing,False
2025-12-10,Syracuse,36.0,1098.36,home goods,False
2025-03-25,Syracuse,52.0,4409.08,electronics,False
2025-11-01,Syracuse,175.0,1093.75,groceries,False
2025-02-23,Rome,78.0,2006.16,clothing,False
2025-01-14,Rome,21.0,322.35,toys,False
2025-05-28,Syracuse,24.0,860.16,home goods,False
2025-10-01,Rome,41.0,3573.56,electronics,False
2025-02-11,Albany,35.0,524.3,toys,False
2025-05-09,Utica,29.0,2300.86,electronics,False
2025-11-06,Rome,41.0,997.12,clothing,False
2025-05-03,Rome,62.0,1628.74,clothing,False
2025-08-22,Utica,15.0,225.9,toys,False
2025-12-08,Albany,22.0,312.4,toys,False
2025-05-27,Utica,34.0,806.48,clothing,False
2025-09-14,Syracuse,77.0,1761.76,clothing,False
2025-05-19,Utica,55.0,4336.2,electronics,False
2025-04-02,Syracuse,51.0,1534.59,home goods,False
2025-09-07,Albany,43.0,3533.74,electronics,False
2025-12-16,Utica,70.0,1631.7,clothing,False
2025-08-26,Albany,22.0,315.04,toys,False
2025-11-21,Utica,140.0,999.6,groceries,False
2025-12-09,Utica,60.0,1405.2,clothing,False
2025-09-30,Syracuse,24.0,374.64,toys,True
2025-11-05,Syracuse,54.0,1407.24,clothing,False
2025-05-07,Albany,84.0,2036.16,clothing,False
2025-04-16,Syracuse,42.0,1052.52,clothing,False
2025-09-12,Utica,45.0,1116.9,clothing,False
2025-03-14,Syracuse,49.0,4193.42,electronics,False
2025-07-01,Syracuse,32.0,784.0,clothing,False
2025-10-02,Rome,46.0,3795.92,electronics,False
2025-12-01,Rome,24.0,397.68,toys,False
2025-03-19,Albany,38.0,3202.26,electronics,False
2025-07-07,Syracuse,178.0,1075.12,groceries,False
2025-05-19,Utica,31.0,990.14,home goods,False
2025-06-05,Albany,62.0,1452.04,clothing,False
2025-04-20,Albany,35.0,533.75,toys,False
2025-10-15,Syracuse,150.0,982.5,groceries,False
2025-09-19,Syracuse,28.0,684.6,clothing,False
2025-11-13,Albany,84.0,566.16,groceries,False
2025-11-17,Albany,34.0,1021.7,home goods,False
2025-11-22,Utica,31.0,1009.98,home goods,False
2025-03-28,Albany,56.0,1333.36,clothing,False
2025-01-18,Utica,83.0,1814.38,clothing,False
2025-01-04,Rome,53.0,1728.86,home goods,False
2025-06-22,Syracuse,154.0,988.68,groceries,False
2025-05-26,Albany,69.0,1631.16,clothing,False
2025-01-07,Rome,29.0,1128.13,electronics,False
2025-09-01,Utica,34.0,1156.0,home goods,False
2025-07-09,Syracuse,22.0,325.16,toys,False
2025-04-30,Albany,40.0,1244.8,home goods,True
2025-03-02,Albany,59.0,4848.62,electronics,False
2025-06-12,Albany,57.0,5005.17,electronics,False
2025-08-27,Rome,51.0,4242.18,electronics,False
2025-04-27,Utica,46.0,1231.64,home goods,False
2025-08-14,Syracuse,159.0,1068.48,groceries,False
2025-12-03,Utica,30.0,478.8,toys,False
2025-10-14,Rome,27.0,916.92,home goods,False
2025-03-31,Rome,35.0,539.35,toys,True
2025-07-23,Syracuse,14.0,209.58,toys,False
2025-01-08,Albany,69.0,1466.25,clothing,False
2025-11-03,Syracuse,54.0,1781.46,home goods,False
2025-09-04,Rome,53.0,5439.92,electronics,False
2025-09-30,Syracuse,66.0,1615.02,clothing,True
2025-07-03,Utica,144.0,884.16,groceries,False
2025-09-05,Rome,38.0,919.98,clothing,False
2025-07-25,Rome,27.0,419.85,toys,False
2025-03-26,Syracuse,63.0,1579.41,clothing,False
2025-11-12,Utica,30.0,916.2,home goods,False
2025-08-15,Syracuse,21.0,316.05,toys,False
2025-01-23,Rome,48.0,4218.24,electronics,False
2025-09-22,Syracuse,34.0,1097.86,home goods,False
2025-11-08,Utica,118.0,807.12,groceries,False
2025-02-17,Rome,50.0,1105.0,clothing,False
2025-05-02,Rome,64.0,5594.24,electronics,False
2025-09-29,Utica,14.0,221.34,toys,True
2025-05-10,Syracuse,149.0,1053.43,groceries,False
2025-07-15,Rome,55.0,1438.8,clothing,False
2025-07-13,Utica,74.0,1871.46,clothing,False
2025-05-22,Utica,36.0,555.48,toys,False
2025-07-05,Rome,57.0,1857.63,home goods,False
2025-09-25,Albany,39.0,3383.25,electronics,False
2025-01-08,Rome,19.0,282.91,toys,False
2025-02-09,Albany,54.0,4530.6,electronics,False
2025-06-13,Rome,107.0,756.49,groceries,False
2025-12-01,Rome,29.0,866.52,home goods,False
2025-10-09,Rome,77.0,1868.79,clothing,False
2025-03-30,Rome,171.0,1169.64,groceries,True
2025-12-27,Utica,29.0,455.88,toys,False
2025-01-31,Syracuse,54.0,4557.06,electronics,True
2025-01-03,Syracuse,38.0,1304.92,home goods,False
2025-06-14,Rome,40.0,1310.8,home goods,False
2025-10-30,Rome,67.0,1517.55,clothing,True
2025-05-06,Rome,27.0,897.75,home goods,False
2025-01-30,Albany,148.0,889.48,groceries,True
2025-01-01,Utica,148.0,868.76,groceries,False
2025-05-15,Albany,29.0,934.67,home goods,False
2025-06-28,Syracuse,54.0,1764.72,home goods,True
2025-07-18,Albany,60.0,1420.2,clothing,False
2025-02-07,Albany,140.0,875.0,groceries,False
2025-04-08,Albany,35.0,3101.35,electronics,False
2025-05-10,Syracuse,28.0,421.4,toys,False
2025-04-17,Utica,77.0,1923.46,clothing,False
2025-02-26,Albany,84.0,1963.92,clothing,True
2025-11-14,Syracuse,29.0,414.7,toys,False
2025-03-09,Rome,36.0,1110.24,home goods,False
2025-05-09,Albany,143.0,962.39,groceries,False
2025-10-07,Syracuse,57.0,1476.3,clothing,False
2025-11-26,Utica,20.0,283.0,toys,False
2025-10-15,Rome,16.0,1354.56,electronics,False
2025-04-25,Utica,51.0,3991.26,electronics,False
2025-02-22,Rome,195.0,1310.4,groceries,False
2025-07-20,Albany,60.0,1369.8,clothing,False
2025-09-29,Syracuse,52.0,1268.8,clothing,True
2025-08-25,Utica,31.0,475.85,toys,False
2025-05-15,Utica,144.0,970.56,groceries,False
2025-01-26,Utica,26.0,373.1,toys,False
2025-01-16,Syracuse,23.0,349.83,toys,False
2025-11-05,Utica,28.0,889.84,home goods,False
2025-08-01,Rome,84.0,2009.28,clothing,False
2025-07-05,Syracuse,41.0,623.61,toys,False
2025-05-01,Rome,26.0,172.12,groceries,False
2025-03-02,Rome,24.0,1128.13,toys,False
2025-06-11,Utica,46.0,3800.98,electronics,False
2025-12-21,Albany,26.0,376.22,toys,False
2025-11-24,Syracuse,19.0,288.8,toys,False
2025-06-02,Albany,42.0,3495.66,electronics,False
2025-04-22,Rome,39.0,1191.84,home goods,False
2025-06-19,Syracuse,54.0,1305.18,clothing,False
2025-06-26,Syracuse,45.0,3958.2,electronics,False
2025-09-07,Utica,70.0,6120.1,electronics,False
2025-08-19,Albany,88.0,604.56,groceries,False
2025-09-19,Utica,94.0,604.42,groceries,False
2025-07-28,Syracuse,54.0,1350.54,clothing,False
2025-01-24,Syracuse,34.0,522.58,toys,False
2025-10-01,Syracuse,42.0,959.7,clothing,False
2025-05-13,Syracuse,49.0,4048.38,electronics,False
2025-06-10,Albany,21.0,293.16,toys,False
2025-05-01,Albany,62.0,5335.72,electronics,False
2025-01-28,Utica,49.0,4185.09,electronics,False
2025-12-05,Syracuse,71.0,1727.43,clothing,False
2025-01-05,Syracuse,28.0,426.72,toys,False
2025-05-11,Albany,52.0,4606.68,electronics,False
2025-01-18,Rome,163.0,1074.17,groceries,False
2025-01-28,Rome,59.0,1128.13,clothing,False
2025-02-03,Albany,47.0,1063.14,clothing,False
2025-05-06,Albany,19.0,633.65,home goods,False
2025-07-14,Rome,25.0,794.5,home goods,False
2025-03-09,Utica,46.0,1644.5,home goods,False
2025-07-15,Albany,32.0,756.48,clothing,False
2025-07-17,Syracuse,30.0,1064.1,home goods,False
2025-12-01,Syracuse,73.0,1718.42,clothing,False
2025-07-12,Syracuse,49.0,4555.53,electronics,False
2025-05-23,Utica,42.0,3228.54,electronics,False
2025-10-18,Rome,99.0,638.55,groceries,False
2025-07-08,Rome,39.0,1349.4,home goods,False
2025-11-22,Utica,27.0,411.48,toys,False
2025-04-18,Albany,59.0,1451.99,clothing,False
2025-02-04,Utica,59.0,1496.24,clothing,False
2025-11-17,Syracuse,166.0,1083.98,groceries,False
2025-09-04,Syracuse,101.0,610.04,groceries,False
2025-01-27,Rome,31.0,466.55,toys,False
2025-09-15,Syracuse,120.0,834.0,groceries,False
2025-02-05,Rome,63.0,1512.0,clothing,False
2025-11-25,Rome,124.0,835.76,groceries,False
2025-10-04,Rome,46.0,4082.96,electronics,False
2025-05-04,Utica,32.0,445.76,toys,False
2025-06-17,Syracuse,25.0,698.5,home goods,False
2025-09-27,Utica,172.0,1191.96,groceries,False
2025-04-16,Albany,25.0,358.25,toys,False
2025-06-17,Utica,24.0,379.2,toys,False
2025-11-14,Albany,24.0,349.92,toys,False
2025-01-20,Syracuse,27.0,869.13,home goods,False
2025-04-02,Rome,65.0,1579.5,clothing,False
2025-09-10,Utica,23.0,1973.86,electronics,False
2025-02-07,Syracuse,32.0,2634.24,electronics,False
2025-06-12,Rome,119.0,771.12,groceries,False
2025-10-10,Utica,29.0,936.41,home goods,False
2025-09-11,Rome,25.0,367.25,toys,False
2025-03-17,Utica,134.0,813.38,groceries,False
2025-01-17,Rome,40.0,1040.8,clothing,False
2025-03-04,Utica,97.0,657.66,groceries,False
2025-10-02,Syracuse,59.0,1331.04,clothing,False
2025-02-12,Syracuse,40.0,1279.2,home goods,False
2025-03-04,Syracuse,34.0,1128.13,toys,False
2025-07-22,Rome,84.0,2004.24,clothing,False
2025-08-14,Utica,46.0,986.0,clothing,False
2025-09-15,Syracuse,41.0,3490.33,electronics,False
2025-05-30,Rome,11.0,181.61,toys,True
2025-04-07,Rome,56.0,4845.68,electronics,False
2025-06-02,Utica,49.0,4255.65,electronics,False
2025-06-18,Syracuse,22.0,302.5,toys,False
2025-05-07,Rome,27.0,371.79,toys,False
2025-05-17,Utica,146.0,965.06,groceries,False
2025-01-06,Rome,60.0,1440.0,clothing,False
2025-03-11,Rome,46.0,896.83,home goods,False
2025-05-31,Syracuse,96.0,2153.28,clothing,True
2025-01-30,Rome,45.0,1361.7,home goods,True
2025-03-16,Utica,61.0,5524.77,electronics,False
2025-03-12,Rome,51.0,4502.79,electronics,False
2025-06-28,Rome,52.0,1673.36,home goods,True
2025-08-26,Albany,132.0,842.16,groceries,False
2025-11-03,Utica,42.0,1311.24,home goods,False
2025-09-21,Albany,53.0,1709.25,home goods,False
2025-03-09,Syracuse,40.0,3380.4,electronics,False
2025-04-06,Syracuse,75.0,1806.75,clothing,False
2025-09-28,Rome,53.0,4334.34,electronics,True
2025-04-04,Utica,21.0,318.78,toys,False
2025-04-21,Albany,121.0,775.61,groceries,False
2025-10-01,Rome,46.0,1056.61,groceries,False
2025-12-09,Albany,44.0,1409.76,home goods,False
2025-08-06,Albany,57.0,1393.08,clothing,False
2025-03-06,Albany,152.0,1012.32,groceries,False
2025-04-12,Utica,31.0,491.66,toys,False
2025-04-14,Syracuse,128.0,872.96,groceries,False
2025-09-21,Syracuse,33.0,1006.83,home goods,False
2025-09-11,Rome,117.0,782.73,groceries,False
2025-02-19,Syracuse,55.0,4850.45,electronics,False
2025-06-30,Rome,40.0,3350.4,electronics,True
2025-03-09,Rome,67.0,1653.56,clothing,False
2025-06-03,Rome,54.0,1365.12,clothing,False
2025-12-18,Syracuse,36.0,1099.44,home goods,False
2025-11-21,Syracuse,161.0,961.17,groceries,False
2025-11-08,Rome,34.0,535.5,toys,False
2025-06-10,Utica,38.0,1244.88,home goods,False
2025-08-13,Utica,62.0,1569.22,clothing,False
2025-11-28,Utica,53.0,4052.91,electronics,True
2025-08-20,Syracuse,31.0,724.47,clothing,False
2025-08-21,Utica,23.0,340.86,toys,False
2025-03-17,Syracuse,37.0,1195.1,home goods,False
2025-06-29,Rome,41.0,3573.15,electronics,True
2025-01-03,Rome,36.0,3172.68,electronics,False
2025-09-12,Syracuse,48.0,1171.2,clothing,False
2025-03-21,Syracuse,203.0,1295.14,groceries,False
2025-07-21,Utica,42.0,3592.68,electronics,False
2025-07-24,Albany,138.0,1128.13,groceries,False
2025-10-22,Rome,51.0,1623.33,home goods,False
2025-03-20,Utica,124.0,825.84,groceries,False
2025-11-26,Utica,59.0,4879.89,electronics,False
2025-12-27,Syracuse,92.0,2258.6,clothing,False
2025-01-20,Utica,20.0,613.4,home goods,False
2025-02-02,Utica,50.0,1671.5,home goods,False
2025-03-27,Syracuse,114.0,744.42,groceries,False
2025-12-07,Albany,43.0,1363.96,home goods,False
2025-10-26,Rome,91.0,2185.82,clothing,False
2025-08-06,Albany,30.0,960.9,home goods,False
2025-10-31,Utica,121.0,802.23,groceries,True
2025-09-03,Syracuse,60.0,1396.2,clothing,False
2025-05-27,Rome,25.0,2011.75,electronics,False
2025-05-04,Albany,51.0,4439.04,electronics,False
2025-04-07,Albany,39.0,269.1,groceries,False
2025-04-14,Albany,31.0,2623.22,electronics,False
2025-01-06,Albany,108.0,713.88,groceries,False
2025-04-29,Albany,113.0,737.89,groceries,True
2025-11-21,Syracuse,31.0,722.3,clothing,False
2025-12-10,Rome,48.0,3982.56,electronics,False
2025-12-23,Utica,131.0,801.72,groceries,False
2025-05-28,Syracuse,81.0,1973.16,clothing,False
2025-04-21,Rome,28.0,887.6,home goods,False
2025-06-20,Utica,32.0,1086.4,home goods,False
2025-10-05,Utica,143.0,959.53,groceries,False
2025-12-23,Syracuse,64.0,1586.56,clothing,False
2025-11-29,Utica,66.0,5651.58,electronics,True
2025-10-31,Utica,67.0,1545.69,clothing,True
2025-05-16,Rome,32.0,977.6,home goods,False
2025-05-22,Albany,144.0,885.6,groceries,False
2025-09-30,Rome,44.0,1128.13,electronics,True
2025-10-23,Rome,35.0,1085.35,home goods,False
2025-08-10,Syracuse,47.0,3920.27,electronics,False
2025-07-02,Albany,124.0,794.84,groceries,False
2025-09-02,Albany,27.0,408.51,toys,False
2025-09-14,Syracuse,47.0,3941.89,electronics,False
2025-04-06,Syracuse,43.0,1388.9,home goods,False
2025-05-02,Rome,34.0,1096.16,home goods,False
2025-01-14,Syracuse,15.0,232.8,toys,False
2025-06-07,Utica,33.0,1056.66,home goods,False
2025-10-23,Rome,62.0,1435.3,clothing,False
2025-09-20,Albany,33.0,525.36,toys,False
2025-05-14,Utica,52.0,4100.2,electronics,False
2025-09-25,Albany,37.0,577.94,toys,False
2025-11-21,Albany,38.0,3136.14,electronics,False
2025-06-16,Rome,128.0,823.04,groceries,False
2025-02-11,Rome,81.0,528.93,groceries,False
2025-06-13,Syracuse,80.0,524.8,groceries,False
2025-07-08,Albany,51.0,1331.61,clothing,False
2025-12-11,Syracuse,56.0,4382.0,electronics,False
2025-01-18,Rome,35.0,1001.35,home goods,False
2025-05-29,Rome,27.0,2234.52,electronics,True
2025-04-04,Utica,42.0,3581.76,electronics,False
2025-06-15,Syracuse,83.0,2039.31,clothing,False
2025-06-29,Albany,52.0,1779.96,home goods,True
2025-08-24,Syracuse,37.0,3056.57,electronics,False
2025-10-27,Syracuse,120.0,826.8,groceries,False
2025-10-14,Utica,89.0,621.22,groceries,False
2025-09-10,Albany,25.0,393.5,toys,False
2025-04-27,Utica,35.0,535.5,toys,False
2025-02-26,Syracuse,140.0,975.8,groceries,True
2025-12-06,Rome,36.0,3127.32,electronics,False
2025-08-21,Albany,21.0,311.01,toys,False
2025-10-24,Albany,41.0,585.89,toys,False
2025-08-12,Syracuse,24.0,760.8,home goods,False
2025-03-29,Syracuse,162.0,999.54,groceries,True
2025-09-28,Rome,93.0,2311.05,clothing,True
2025-09-11,Utica,154.0,1108.8,groceries,False
2025-07-29,Rome,41.0,3155.77,electronics,True
2025-01-15,Albany,86.0,575.34,groceries,False
2025-11-04,Albany,62.0,1597.12,clothing,False
2025-06-10,Rome,70.0,1691.2,clothing,False
2025-12-19,Rome,37.0,1152.55,home goods,False
2025-10-09,Utica,151.0,961.87,groceries,False
2025-12-23,Albany,26.0,362.44,toys,False
2025-05-06,Syracuse,48.0,1569.6,home goods,False
2025-11-04,Albany,28.0,2441.88,electronics,False
2025-02-13,Syracuse,43.0,1373.85,home goods,False
2025-06-05,Albany,9.0,127.35,toys,False
2025-05-13,Rome,51.0,1314.78,clothing,False
2025-05-16,Albany,8.0,121.2,toys,False
2025-02-28,Rome,21.0,304.08,toys,True
2025-06-14,Rome,35.0,487.2,toys,False
2025-06-22,Syracuse,34.0,484.16,toys,False
2025-06-10,Syracuse,32.0,493.44,toys,False
2025-11-26,Rome,155.0,1106.7,groceries,False
2025-08-17,Syracuse,168.0,1039.92,groceries,False
2025-12-04,Albany,31.0,2226.11,electronics,False
2025-07-25,Syracuse,31.0,479.57,toys,False
2025-09-03,Utica,52.0,4417.92,electronics,False
2025-09-16,Syracuse,125.0,796.25,groceries,False
2025-04-18,Syracuse,35.0,1067.5,home goods,False
2025-08-12,Syracuse,161.0,1025.57,groceries,False
2025-10-06,Syracuse,85.0,536.35,groceries,False
2025-03-27,Utica,29.0,472.41,toys,False
2025-11-27,Rome,41.0,971.7,clothing,False
2025-01-07,Rome,38.0,1322.02,home goods,False
2025-08-22,Rome,76.0,1765.48,clothing,False
2025-12-29,Rome,177.0,1189.44,groceries,True
2025-02-12,Utica,32.0,2785.92,electronics,False
2025-12-08,Utica,172.0,1059.52,groceries,False
2025-03-10,Syracuse,76.0,1128.13,clothing,False
2025-01-09,Utica,20.0,600.0,home goods,False
2025-08-05,Utica,26.0,387.66,toys,False
2025-05-26,Utica,126.0,856.8,groceries,False
2025-01-03,Utica,35.0,1128.13,home goods,False
2025-12-07,Albany,166.0,1055.76,groceries,False
2025-09-01,Syracuse,64.0,1450.24,clothing,False
2025-03-14,Syracuse,75.0,1712.25,clothing,False
2025-06-10,Syracuse,132.0,831.6,groceries,False
2025-12-11,Albany,157.0,1073.88,groceries,False
2025-08-02,Albany,67.0,1649.54,clothing,False
2025-04-11,Albany,42.0,1277.64,home goods,False
2025-08-07,Rome,30.0,939.3,home goods,False
2025-03-17,Rome,17.0,252.79,toys,False
2025-04-05,Rome,49.0,1588.09,home goods,False
2025-04-25,Rome,49.0,1141.21,clothing,False
2025-03-20,Utica,23.0,808.68,home goods,False
2025-08-25,Rome,165.0,1122.0,groceries,False
2025-07-19,Albany,78.0,6119.88,electronics,False
2025-07-25,Rome,69.0,448.5,groceries,False
2025-01-28,Albany,35.0,534.45,toys,False
2025-11-15,Syracuse,38.0,1206.12,home goods,False
2025-04-26,Rome,49.0,4065.53,electronics,False
2025-10-29,Rome,26.0,327.08,toys,True
2025-10-14,Syracuse,26.0,393.12,toys,False
2025-04-06,Utica,46.0,832.86,groceries,False
2025-04-03,Rome,36.0,2968.92,electronics,False
2025-09-26,Utica,154.0,1061.06,groceries,False
2025-12-10,Albany,39.0,928.2,clothing,False
2025-02-06,Rome,35.0,3013.5,electronics,False
2025-09-14,Utica,178.0,1219.3,groceries,False
2025-12-01,Utica,150.0,910.5,groceries,False
2025-08-09,Albany,50.0,1096.5,clothing,False
2025-06-22,Albany,40.0,626.0,toys,False
2025-08-12,Albany,66.0,5697.12,electronics,False
2025-08-14,Syracuse,45.0,3972.6,electronics,False
2025-09-02,Rome,36.0,561.24,toys,False
2025-02-06,Utica,16.0,233.6,toys,False
2025-01-09,Albany,26.0,406.12,toys,False
2025-10-21,Rome,28.0,453.04,toys,False
2025-09-23,Syracuse,26.0,386.62,toys,False
2025-08-29,Syracuse,62.0,1388.18,clothing,True
2025-06-18,Albany,30.0,881.4,home goods,False
2025-05-22,Syracuse,36.0,3182.76,electronics,False
2025-06-04,Syracuse,27.0,387.72,toys,False
2025-07-10,Rome,17.0,1372.92,electronics,False
2025-11-19,Utica,30.0,437.4,toys,False
2025-06-02,Albany,33.0,505.89,toys,False
2025-06-12,Albany,32.0,427.2,toys,False
2025-08-05,Rome,106.0,662.5,groceries,False
2025-03-21,Syracuse,29.0,919.88,home goods,False
2025-08-28,Syracuse,34.0,750.04,clothing,False
2025-05-08,Rome,48.0,3971.04,electronics,False
2025-03-01,Rome,29.0,423.4,toys,False
2025-10-11,Utica,120.0,777.6,groceries,False
2025-12-12,Syracuse,39.0,3579.03,electronics,False
2025-06-21,Syracuse,187.0,1252.9,groceries,False
2025-10-04,Albany,35.0,545.65,toys,False
2025-01-30,Utica,108.0,684.72,groceries,True
2025-04-28,Syracuse,51.0,1233.69,clothing,True
2025-08-09,Rome,28.0,860.16,home goods,False
2025-08-06,Utica,46.0,3991.5,electronics,False
2025-03-27,Albany,62.0,1514.66,clothing,False
2025-09-25,Albany,31.0,218.55,groceries,False
2025-03-11,Rome,11.0,158.73,toys,False
2025-11-22,Albany,207.0,1357.92,groceries,False
2025-07-15,Albany,48.0,3969.12,electronics,False
2025-06-16,Syracuse,61.0,4746.41,electronics,False
2025-02-19,Utica,46.0,1555.72,home goods,False
2025-11-18,Albany,124.0,840.72,groceries,False
2025-05-26,Syracuse,62.0,1380.74,clothing,False
2025-10-16,Utica,34.0,2854.98,electronics,False
2025-06-26,Albany,32.0,997.76,home goods,False
2025-09-09,Rome,46.0,810.0,groceries,False
2025-05-04,Albany,54.0,1820.88,home goods,False
2025-05-08,Albany,41.0,1451.81,home goods,False
2025-02-27,Albany,23.0,351.9,toys,True
2025-04-30,Utica,49.0,4163.04,electronics,True
2025-04-16,Albany,73.0,473.04,groceries,False
2025-07-18,Utica,95.0,622.25,groceries,False
2025-09-18,Rome,17.0,540.26,home goods,False
2025-01-11,Utica,37.0,1204.72,home goods,False
2025-08-25,Syracuse,26.0,372.58,toys,False
2025-03-27,Albany,149.0,953.6,groceries,False
2025-07-24,Syracuse,102.0,679.32,groceries,False
2025-04-27,Syracuse,44.0,1525.48,home goods,False
2025-08-02,Rome,42.0,3586.8,electronics,False
2025-07-29,Utica,24.0,366.24,toys,True
2025-10-14,Albany,65.0,1659.45,clothing,False
2025-11-13,Syracuse,115.0,840.65,groceries,False
2025-01-14,Albany,34.0,838.1,clothing,False
2025-03-05,Syracuse,33.0,2953.17,electronics,False
2025-08-06,Syracuse,34.0,1151.58,home goods,False
2025-01-27,Albany,17.0,239.87,toys,False
2025-10-23,Utica,86.0,571.9,groceries,False
2025-03-16,Albany,149.0,996.81,groceries,False
2025-12-08,Syracuse,63.0,415.17,groceries,False
2025-06-11,Utica,31.0,486.7,toys,False
2025-08-26,Syracuse,35.0,3304.0,electronics,False
2025-08-06,Utica,23.0,373.29,toys,False
